"Organism","OrganismId","AntimicrobialId","Antimicrobial","CountryId","CountryName","ISO3","code","year","Source","IsolatesTested","value","CILow","CIHigh"
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2005,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",175,3,1,6
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2006,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",249,7,4,11
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2007,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",278,10,7,14
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2008,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",376,15,12,19
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2009,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",286,11,8,15
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2010,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",367,14,11,18
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2011,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",413,11,8,14
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2012,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",498,8,6,11
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2013,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",373,13,10,17
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2014,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",417,16,13,20
"Klebsiella pneumoniae",4,15,"Amoxicillin-clavulanate",26,"New Zealand","NZL","NZ",2015,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",427,16,13,20
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2004,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",215,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2005,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",111,0,0,3
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2006,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",212,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2007,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",262,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2008,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",291,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2009,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",232,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2010,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",339,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2011,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",366,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2012,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",332,2,1,4
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2013,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",335,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2014,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",390,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",26,"New Zealand","NZL","NZ",2015,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",315,0,0,1
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2004,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",246,3,1,6
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2005,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",185,2,1,5
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2006,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",266,5,3,8
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2007,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",310,11,8,15
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2008,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",318,11,8,15
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2009,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",299,13,10,17
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2010,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",366,16,13,20
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2011,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",416,13,10,16
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2012,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",368,15,12,19
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2013,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",366,17,13,21
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2014,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",387,22,18,26
"Klebsiella pneumoniae",4,6,"Cephalosporins",26,"New Zealand","NZL","NZ",2015,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",357,14,11,18
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2004,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",272,1,0,3
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2005,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",187,2,1,5
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2006,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",290,5,3,8
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2007,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",313,5,3,8
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2008,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",395,10,7,13
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2009,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",320,8,5,11
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2010,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",387,9,6,12
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2011,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",464,6,4,8
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2012,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",512,8,6,11
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2013,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",383,8,6,11
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2014,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",382,8,6,11
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",26,"New Zealand","NZL","NZ",2015,"Public Health Surveillance, Institute of Environmental Science and Research Ltd (ESR), New Zealand",337,11,8,15
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",33,30,17,47
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",33,27,14,44
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",119,32,24,41
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",107,33,25,42
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",162,34,27,42
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",198,29,23,36
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",252,36,30,42
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",218,34,28,40
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",115,22,15,30
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",123,30,22,38
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",168,27,21,34
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",270,21,16,26
"Enterococcus faecalis",1,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",163,10,6,15
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2000,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",95,3,1,8
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",129,3,1,7
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",139,4,2,8
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",154,4,2,8
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",199,1,0,3
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",238,3,1,6
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",274,3,1,6
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",315,2,1,4
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",288,2,1,4
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",370,0,0,1
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",426,0,0,1
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",411,0,0,1
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",503,1,0,2
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",496,0,0,1
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",534,0,0,1
"Enterococcus faecalis",1,2,"Aminopenicillins",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",437,1,0,2
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2000,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",69,9,4,18
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",98,6,2,12
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",105,4,1,9
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",112,0,0,3
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",168,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",228,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",251,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",294,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",278,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",338,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",389,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",394,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",489,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",489,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",528,0,0,1
"Enterococcus faecalis",1,3,"Vancomycin",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",433,0,0,1
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",32,44,28,61
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",62,52,40,64
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",79,54,43,65
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",61,38,27,50
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",63,57,45,69
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",58,43,31,56
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",49,37,25,51
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",87,47,37,57
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",113,40,31,49
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",82,44,34,55
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",37,49,34,65
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",37,43,28,59
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,80,65,91
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",65,72,60,82
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",71,75,64,84
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",99,81,72,88
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",112,78,70,85
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",104,76,67,83
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",136,85,78,90
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",164,75,68,81
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",169,83,77,88
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",213,88,83,92
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",228,85,80,89
"Enterococcus faecium",2,2,"Aminopenicillins",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",185,87,82,91
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",30,0,-1,10
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",31,0,-1,9
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",62,0,0,5
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",68,0,0,5
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",97,0,0,3
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",110,0,0,3
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",101,0,0,3
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",135,2,0,6
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",165,2,1,5
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",168,1,0,4
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",211,2,1,5
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",227,2,1,5
"Enterococcus faecium",2,3,"Vancomycin",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",185,0,0,2
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2000,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",710,11,9,13
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",793,5,4,7
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",990,5,4,7
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1120,3,2,4
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1189,2,1,3
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1329,3,2,4
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1570,3,2,4
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1711,3,2,4
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1797,4,3,5
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1841,4,3,5
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2246,5,4,6
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2470,5,4,6
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3023,6,5,7
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3079,7,6,8
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3419,6,5,7
"Escherichia coli",3,4,"Aminoglycosides",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3301,7,6,8
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2000,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",818,43,40,46
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",821,56,53,59
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1000,64,61,67
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1045,74,71,77
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1185,83,81,85
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1326,94,93,95
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1573,99,98,99
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1712,100,100,100
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1798,100,100,100
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2009,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1845,100,100,100
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2268,100,100,100
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2617,100,100,100
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",2995,51,49,53
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3016,43,41,45
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3404,42,40,44
"Escherichia coli",3,2,"Aminopenicillins",27,"Norway","NOR","NO",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",3299,46,44,48
"Escherichia coli",3,5,"Carbapenems",27,"Norway","NOR","NO",2000,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",618,0,0,1
"Escherichia coli",3,5,"Carbapenems",27,"Norway","NOR","NO",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",622,0,0,1
"Escherichia coli",3,5,"Carbapenems",27,"Norway","NOR","NO",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",753,0,0,0
"Escherichia coli",3,5,"Carbapenems",27,"Norway","NOR","NO",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",782,0,0,0
